fls_85,18.201753616333008,9.371288299560547,-16.222972869873047,-91.9000015258789,-49.0,-9.479999542236328,fls_62
fls_86,19.842864990234375,12.279597282409668,-14.973538398742676,48.69999694824219,-61.29999923706055,-9.479999542236328,fls_63
fls_87,21.34290885925293,9.38296890258789,-15.126672744750977,-91.9000015258789,43.69999694824219,-9.479999542236328,fls_64
fls_88,21.1263370513916,8.82099437713623,-15.391816139221191,46.89999771118164,39.89999771118164,-9.479999542236328,fls_65
fls_89,17.601682662963867,13.276839256286621,-16.32750701904297,-91.9000015258789,-48.5,-9.479999542236328,fls_66
fls_90,17.087677001953125,11.053363800048828,-16.796762466430664,48.69999694824219,-60.79999923706055,-9.479999542236328,fls_67
fls_91,18.821863174438477,12.755805969238281,-15.514874458312988,-91.9000015258789,44.19999694824219,-9.479999542236328,fls_68
fls_92,17.970796585083008,13.581953048706055,-16.384536743164062,46.89999771118164,40.39999771118164,-9.479999542236328,fls_69
fls_93,21.511104583740234,9.936116218566895,-14.887923240661621,-91.9000015258789,-48.0,-9.479999542236328,fls_70
fls_94,19.419713973999023,8.571508407592773,-16.053287506103516,48.69999694824219,-60.29999923706055,-9.479999542236328,fls_71
fls_95,17.286401748657227,13.092190742492676,-16.805442810058594,-91.9000015258789,44.69999694824219,-9.479999542236328,fls_72
fls_96,19.45915985107422,8.982965469360352,-15.59968376159668,46.89999771118164,40.89999771118164,-9.479999542236328,fls_73
fls_97,19.586299896240234,12.778047561645508,-15.395041465759277,-91.9000015258789,-47.5,-9.479999542236328,fls_74
fls_98,18.80885887145996,9.0437593460083,-16.063072204589844,48.69999694824219,-59.79999923706055,-9.479999542236328,fls_75
fls_99,20.541067123413086,9.108555793762207,-15.455352783203125,-91.9000015258789,45.19999694824219,-9.479999542236328,fls_76
fls_100,19.52740478515625,8.37639045715332,-16.07710838317871,46.89999771118164,41.39999771118164,-9.479999542236328,fls_77
fls_101,18.51372528076172,13.515274047851562,-16.29140853881836,-91.9000015258789,-47.0,-9.479999542236328,fls_78
fls_102,20.1849365234375,9.523088455200195,-15.220980644226074,48.69999694824219,-59.29999923706055,-9.479999542236328,fls_79
fls_103,19.33360481262207,13.084216117858887,-15.925999641418457,-91.9000015258789,45.69999694824219,-9.479999542236328,fls_80
fls_104,17.136213302612305,11.50761604309082,-16.672861099243164,46.89999771118164,41.89999771118164,-9.479999542236328,fls_81
fls_105,17.834129333496094,13.124921798706055,-16.162025451660156,-91.9000015258789,-46.5,-9.479999542236328,fls_82
fls_106,19.92564582824707,12.860013008117676,-15.522416114807129,48.69999694824219,-58.79999923706055,-9.479999542236328,fls_83
fls_107,21.45511245727539,10.024897575378418,-14.945191383361816,-91.9000015258789,46.19999694824219,-9.479999542236328,fls_84
